question_id,iteration,self_conf,raw_score,theory,theory_abbr,model,is_thinking_model
Q6,1,90,4,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q6,2,90,3,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q6,3,90,4,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q7,1,85,4,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q7,2,95,4,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q7,3,90,4,Global workspace theory,GWT,DeepSeek_R1_0528,True
Q1,1,95,2,Global workspace theory,GWT,gemini25flash,False
Q1,2,90,4,Global workspace theory,GWT,gemini25flash,False
Q1,3,95,4,Global workspace theory,GWT,gemini25flash,False
Q2,1,95,2,Global workspace theory,GWT,gemini25flash,False
Q2,2,100,2,Global workspace theory,GWT,gemini25flash,False
Q2,3,95,1,Global workspace theory,GWT,gemini25flash,False
Q3,1,95,2,Global workspace theory,GWT,gemini25flash,False
Q3,2,95,1,Global workspace theory,GWT,gemini25flash,False
Q3,3,95,2,Global workspace theory,GWT,gemini25flash,False
Q4,1,95,1,Global workspace theory,GWT,gemini25flash,False
Q4,2,95,1,Global workspace theory,GWT,gemini25flash,False
Q4,3,95,2,Global workspace theory,GWT,gemini25flash,False
Q5,1,90,3,Global workspace theory,GWT,gemini25flash,False
Q5,2,95,4,Global workspace theory,GWT,gemini25flash,False
Q5,3,90,3,Global workspace theory,GWT,gemini25flash,False
Q6,1,95,2,Global workspace theory,GWT,gemini25flash,False
Q6,2,90,3,Global workspace theory,GWT,gemini25flash,False
Q6,3,95,3,Global workspace theory,GWT,gemini25flash,False
Q7,1,95,2,Global workspace theory,GWT,gemini25flash,False
Q7,2,95,0,Global workspace theory,GWT,gemini25flash,False
Q7,3,95,2,Global workspace theory,GWT,gemini25flash,False
Q1,1,71,4,Global workspace theory,GWT,o3pro,True
Q1,2,72,3,Global workspace theory,GWT,o3pro,True
Q1,3,71,4,Global workspace theory,GWT,o3pro,True
Q2,1,84,2,Global workspace theory,GWT,o3pro,True
Q2,2,73,2,Global workspace theory,GWT,o3pro,True
Q2,3,78,2,Global workspace theory,GWT,o3pro,True
Q3,1,71,4,Global workspace theory,GWT,o3pro,True
Q3,2,77,2,Global workspace theory,GWT,o3pro,True
Q3,3,79,4,Global workspace theory,GWT,o3pro,True
Q4,1,55,2,Global workspace theory,GWT,o3pro,True
Q4,2,83,4,Global workspace theory,GWT,o3pro,True
Q4,3,76,3,Global workspace theory,GWT,o3pro,True
Q5,1,63,4,Global workspace theory,GWT,o3pro,True
Q5,2,67,4,Global workspace theory,GWT,o3pro,True
Q5,3,82,4,Global workspace theory,GWT,o3pro,True
Q6,1,58,4,Global workspace theory,GWT,o3pro,True
Q6,2,73,4,Global workspace theory,GWT,o3pro,True
Q6,3,45,4,Global workspace theory,GWT,o3pro,True
Q7,1,67,4,Global workspace theory,GWT,o3pro,True
Q7,2,63,4,Global workspace theory,GWT,o3pro,True
Q7,3,82,4,Global workspace theory,GWT,o3pro,True
Q1,1,90,4,Global workspace theory,GWT,gpt4o,False
Q1,2,95,2,Global workspace theory,GWT,gpt4o,False
Q1,3,95,3,Global workspace theory,GWT,gpt4o,False
Q2,1,85,1,Global workspace theory,GWT,gpt4o,False
Q2,2,95,1,Global workspace theory,GWT,gpt4o,False
Q2,3,90,2,Global workspace theory,GWT,gpt4o,False
Q3,1,90,2,Global workspace theory,GWT,gpt4o,False
Q3,2,85,2,Global workspace theory,GWT,gpt4o,False
Q3,3,90,1,Global workspace theory,GWT,gpt4o,False
Q4,1,90,2,Global workspace theory,GWT,gpt4o,False
Q4,2,95,1,Global workspace theory,GWT,gpt4o,False
Q4,3,90,1,Global workspace theory,GWT,gpt4o,False
Q5,1,85,4,Global workspace theory,GWT,gpt4o,False
Q5,2,85,3,Global workspace theory,GWT,gpt4o,False
Q5,3,85,4,Global workspace theory,GWT,gpt4o,False
Q6,1,90,4,Global workspace theory,GWT,gpt4o,False
Q6,2,85,2,Global workspace theory,GWT,gpt4o,False
Q6,3,85,2,Global workspace theory,GWT,gpt4o,False
Q7,1,85,4,Global workspace theory,GWT,gpt4o,False
Q7,2,80,4,Global workspace theory,GWT,gpt4o,False
Q7,3,85,3,Global workspace theory,GWT,gpt4o,False
Q1,1,95,4,Global workspace theory,GWT,gemini25pro,True
Q1,2,100,4,Global workspace theory,GWT,gemini25pro,True
Q1,3,95,4,Global workspace theory,GWT,gemini25pro,True
Q2,1,100,2,Global workspace theory,GWT,gemini25pro,True
Q2,2,95,2,Global workspace theory,GWT,gemini25pro,True
Q2,3,100,2,Global workspace theory,GWT,gemini25pro,True
Q3,1,95,2,Global workspace theory,GWT,gemini25pro,True
Q3,2,95,3,Global workspace theory,GWT,gemini25pro,True
Q3,3,100,1,Global workspace theory,GWT,gemini25pro,True
Q4,1,100,3,Global workspace theory,GWT,gemini25pro,True
Q4,2,100,3,Global workspace theory,GWT,gemini25pro,True
Q4,3,100,3,Global workspace theory,GWT,gemini25pro,True
Q5,1,95,4,Global workspace theory,GWT,gemini25pro,True
Q5,2,95,4,Global workspace theory,GWT,gemini25pro,True
Q5,3,95,3,Global workspace theory,GWT,gemini25pro,True
Q6,1,95,4,Global workspace theory,GWT,gemini25pro,True
Q6,2,100,4,Global workspace theory,GWT,gemini25pro,True
Q6,3,95,3,Global workspace theory,GWT,gemini25pro,True
Q7,1,95,1,Global workspace theory,GWT,gemini25pro,True
Q7,2,100,2,Global workspace theory,GWT,gemini25pro,True
Q7,3,95,3,Global workspace theory,GWT,gemini25pro,True
Q1,1,85,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q1,2,75,2,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q1,3,85,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q2,1,85,1,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q2,2,85,0,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q2,3,75,1,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q3,1,75,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q3,2,85,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q3,3,75,3,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q4,1,75,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q4,2,75,3,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q4,3,78,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q5,1,85,1,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q5,2,85,3,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q5,3,88,2,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q6,1,85,2,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q6,2,85,4,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q6,3,85,3,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q7,1,85,2,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q7,2,85,3,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q7,3,85,2,Computational higher-order theories,HOT,claude4_opus_nonthinking,False
Q1,1,95,2,Computational higher-order theories,HOT,gemini25flash,False
Q1,2,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q1,3,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q2,1,100,0,Computational higher-order theories,HOT,gemini25flash,False
Q2,2,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q2,3,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q3,1,95,4,Computational higher-order theories,HOT,gemini25flash,False
Q3,2,90,3,Computational higher-order theories,HOT,gemini25flash,False
Q3,3,90,3,Computational higher-order theories,HOT,gemini25flash,False
Q4,1,90,4,Computational higher-order theories,HOT,gemini25flash,False
Q4,2,95,4,Computational higher-order theories,HOT,gemini25flash,False
Q4,3,95,1,Computational higher-order theories,HOT,gemini25flash,False
Q5,1,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q5,2,90,2,Computational higher-order theories,HOT,gemini25flash,False
Q5,3,95,2,Computational higher-order theories,HOT,gemini25flash,False
Q6,1,95,1,Computational higher-order theories,HOT,gemini25flash,False
Q6,2,95,2,Computational higher-order theories,HOT,gemini25flash,False
Q6,3,95,3,Computational higher-order theories,HOT,gemini25flash,False
Q7,1,95,2,Computational higher-order theories,HOT,gemini25flash,False
Q7,2,95,2,Computational higher-order theories,HOT,gemini25flash,False
Q7,3,95,0,Computational higher-order theories,HOT,gemini25flash,False
Q1,1,100,4,Computational higher-order theories,HOT,gemini25pro,True
Q1,2,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q1,3,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q2,1,100,4,Computational higher-order theories,HOT,gemini25pro,True
Q2,2,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q2,3,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q3,1,100,4,Computational higher-order theories,HOT,gemini25pro,True
Q3,2,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q3,3,100,2,Computational higher-order theories,HOT,gemini25pro,True
Q4,1,100,3,Computational higher-order theories,HOT,gemini25pro,True
Q4,2,100,4,Computational higher-order theories,HOT,gemini25pro,True
Q4,3,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q5,1,100,2,Computational higher-order theories,HOT,gemini25pro,True
Q5,2,100,2,Computational higher-order theories,HOT,gemini25pro,True
Q5,3,100,1,Computational higher-order theories,HOT,gemini25pro,True
Q6,1,100,3,Computational higher-order theories,HOT,gemini25pro,True
Q6,2,100,2,Computational higher-order theories,HOT,gemini25pro,True
Q6,3,100,3,Computational higher-order theories,HOT,gemini25pro,True
Q7,1,100,4,Computational higher-order theories,HOT,gemini25pro,True
Q7,2,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q7,3,95,4,Computational higher-order theories,HOT,gemini25pro,True
Q1,1,75,1,Computational higher-order theories,HOT,gpt4o,False
Q1,2,1,2,Computational higher-order theories,HOT,gpt4o,False
Q1,3,85,1,Computational higher-order theories,HOT,gpt4o,False
Q2,1,85,4,Computational higher-order theories,HOT,gpt4o,False
Q2,2,99,2,Computational higher-order theories,HOT,gpt4o,False
Q2,3,85,2,Computational higher-order theories,HOT,gpt4o,False
Q3,1,85,3,Computational higher-order theories,HOT,gpt4o,False
Q3,2,85,3,Computational higher-order theories,HOT,gpt4o,False
Q3,3,90,4,Computational higher-order theories,HOT,gpt4o,False
Q4,1,85,4,Computational higher-order theories,HOT,gpt4o,False
Q4,2,85,4,Computational higher-order theories,HOT,gpt4o,False
Q4,3,85,4,Computational higher-order theories,HOT,gpt4o,False
Q5,1,90,3,Computational higher-order theories,HOT,gpt4o,False
Q5,2,90,3,Computational higher-order theories,HOT,gpt4o,False
Q5,3,85,3,Computational higher-order theories,HOT,gpt4o,False
Q6,1,90,3,Computational higher-order theories,HOT,gpt4o,False
Q6,2,75,4,Computational higher-order theories,HOT,gpt4o,False
Q6,3,90,3,Computational higher-order theories,HOT,gpt4o,False
Q7,1,90,2,Computational higher-order theories,HOT,gpt4o,False
Q7,2,85,4,Computational higher-order theories,HOT,gpt4o,False
Q7,3,85,4,Computational higher-order theories,HOT,gpt4o,False
Q1,1,90,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q1,2,90,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q1,3,95,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q2,1,95,3,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q2,2,95,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q2,3,95,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q3,1,80,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q3,2,85,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q3,3,80,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q4,1,90,3,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q4,2,80,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q4,3,65,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q5,1,85,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q5,2,70,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q5,3,85,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q6,1,98,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q6,2,95,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q6,3,92,3,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q7,1,85,3,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q7,2,90,2,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q7,3,85,4,Computational higher-order theories,HOT,DeepSeek_R1_0528,True
Q1,1,85,4,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q1,2,85,4,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q1,3,85,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q2,1,85,3,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q2,2,85,4,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q2,3,85,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q3,1,75,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q3,2,78,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q3,3,72,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q4,1,85,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q4,2,85,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q4,3,85,4,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q5,1,85,1,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q5,2,85,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q5,3,85,1,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q6,1,92,2,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q6,2,95,1,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q6,3,92,4,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q7,1,75,3,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q7,2,75,3,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q7,3,85,3,Computational higher-order theories,HOT,DeepSeek_V3_0324,False
Q1,1,85,3,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q1,2,85,1,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q1,3,85,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q2,1,85,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q2,2,85,0,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q2,3,85,3,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q3,1,85,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q3,2,75,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q3,3,75,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q4,1,75,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q4,2,75,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q4,3,65,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q5,1,75,2,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q5,2,85,2,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q5,3,78,3,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q6,1,85,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q6,2,90,2,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q6,3,85,2,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q7,1,75,4,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q7,2,75,3,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q7,3,75,2,Computational higher-order theories,HOT,claude4_opus_thinking,True
Q1,1,86,4,Computational higher-order theories,HOT,o3pro,True
Q1,2,71,4,Computational higher-order theories,HOT,o3pro,True
Q1,3,90,1,Computational higher-order theories,HOT,o3pro,True
Q2,1,77,4,Computational higher-order theories,HOT,o3pro,True
Q2,2,82,4,Computational higher-order theories,HOT,o3pro,True
Q2,3,77,3,Computational higher-order theories,HOT,o3pro,True
Q3,1,84,2,Computational higher-order theories,HOT,o3pro,True
Q3,2,55,2,Computational higher-order theories,HOT,o3pro,True
Q3,3,77,2,Computational higher-order theories,HOT,o3pro,True
Q4,1,74,4,Computational higher-order theories,HOT,o3pro,True
Q4,2,83,4,Computational higher-order theories,HOT,o3pro,True
Q4,3,71,4,Computational higher-order theories,HOT,o3pro,True
Q5,1,71,1,Computational higher-order theories,HOT,o3pro,True
Q5,2,71,3,Computational higher-order theories,HOT,o3pro,True
Q5,3,66,3,Computational higher-order theories,HOT,o3pro,True
Q6,1,56,2,Computational higher-order theories,HOT,o3pro,True
Q6,2,83,3,Computational higher-order theories,HOT,o3pro,True
Q6,3,82,3,Computational higher-order theories,HOT,o3pro,True
Q7,1,84,4,Computational higher-order theories,HOT,o3pro,True
Q7,2,63,4,Computational higher-order theories,HOT,o3pro,True
Q7,3,84,3,Computational higher-order theories,HOT,o3pro,True
Q1,1,100,0,Predictive processing,PP,gemini25flash,False
Q1,2,95,2,Predictive processing,PP,gemini25flash,False
Q1,3,90,2,Predictive processing,PP,gemini25flash,False
Q2,1,90,1,Predictive processing,PP,gemini25flash,False
Q2,2,90,1,Predictive processing,PP,gemini25flash,False
Q2,3,95,1,Predictive processing,PP,gemini25flash,False
Q3,1,95,2,Predictive processing,PP,gemini25flash,False
Q3,2,95,2,Predictive processing,PP,gemini25flash,False
Q3,3,95,2,Predictive processing,PP,gemini25flash,False
Q4,1,95,1,Predictive processing,PP,gemini25flash,False
Q4,2,100,0,Predictive processing,PP,gemini25flash,False
Q4,3,90,4,Predictive processing,PP,gemini25flash,False
Q5,1,95,2,Predictive processing,PP,gemini25flash,False
Q5,2,95,2,Predictive processing,PP,gemini25flash,False
Q5,3,95,2,Predictive processing,PP,gemini25flash,False
Q6,1,100,0,Predictive processing,PP,gemini25flash,False
Q6,2,95,0,Predictive processing,PP,gemini25flash,False
Q6,3,100,0,Predictive processing,PP,gemini25flash,False
Q7,1,90,0,Predictive processing,PP,gemini25flash,False
Q7,2,95,0,Predictive processing,PP,gemini25flash,False
Q7,3,95,1,Predictive processing,PP,gemini25flash,False
Q1,1,63,2,Predictive processing,PP,o3pro,True
Q1,2,64,2,Predictive processing,PP,o3pro,True
Q1,3,71,2,Predictive processing,PP,o3pro,True
Q2,1,34,1,Predictive processing,PP,o3pro,True
Q2,2,65,2,Predictive processing,PP,o3pro,True
Q2,3,63,1,Predictive processing,PP,o3pro,True
Q3,1,46,2,Predictive processing,PP,o3pro,True
Q3,2,65,1,Predictive processing,PP,o3pro,True
Q3,3,26,1,Predictive processing,PP,o3pro,True
Q4,1,35,2,Predictive processing,PP,o3pro,True
Q4,2,46,2,Predictive processing,PP,o3pro,True
Q4,3,39,4,Predictive processing,PP,o3pro,True
Q5,1,71,2,Predictive processing,PP,o3pro,True
Q5,2,84,2,Predictive processing,PP,o3pro,True
Q5,3,77,2,Predictive processing,PP,o3pro,True
Q6,1,61,2,Predictive processing,PP,o3pro,True
Q6,2,41,1,Predictive processing,PP,o3pro,True
Q6,3,61,2,Predictive processing,PP,o3pro,True
Q7,1,71,2,Predictive processing,PP,o3pro,True
Q7,2,58,4,Predictive processing,PP,o3pro,True
Q7,3,93,0,Predictive processing,PP,o3pro,True
Q1,1,15,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q1,2,75,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q1,3,75,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q2,1,78,4,Predictive processing,PP,claude4_opus_nonthinking,False
Q2,2,78,3,Predictive processing,PP,claude4_opus_nonthinking,False
Q2,3,85,3,Predictive processing,PP,claude4_opus_nonthinking,False
Q3,1,75,4,Predictive processing,PP,claude4_opus_nonthinking,False
Q3,2,75,4,Predictive processing,PP,claude4_opus_nonthinking,False
Q3,3,75,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q4,1,85,3,Predictive processing,PP,claude4_opus_nonthinking,False
Q4,2,75,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q4,3,25,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q5,1,85,3,Predictive processing,PP,claude4_opus_nonthinking,False
Q5,2,85,4,Predictive processing,PP,claude4_opus_nonthinking,False
Q5,3,85,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q6,1,15,1,Predictive processing,PP,claude4_opus_nonthinking,False
Q6,2,85,1,Predictive processing,PP,claude4_opus_nonthinking,False
Q6,3,85,1,Predictive processing,PP,claude4_opus_nonthinking,False
Q7,1,85,2,Predictive processing,PP,claude4_opus_nonthinking,False
Q7,2,90,0,Predictive processing,PP,claude4_opus_nonthinking,False
Q7,3,90,0,Predictive processing,PP,claude4_opus_nonthinking,False
Q1,1,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q1,2,85,2,Predictive processing,PP,claude4_opus_thinking,True
Q1,3,95,2,Predictive processing,PP,claude4_opus_thinking,True
Q2,1,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q2,2,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q2,3,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q3,1,15,0,Predictive processing,PP,claude4_opus_thinking,True
Q3,2,15,2,Predictive processing,PP,claude4_opus_thinking,True
Q3,3,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q4,1,75,2,Predictive processing,PP,claude4_opus_thinking,True
Q4,2,95,0,Predictive processing,PP,claude4_opus_thinking,True
Q4,3,75,4,Predictive processing,PP,claude4_opus_thinking,True
Q5,1,85,3,Predictive processing,PP,claude4_opus_thinking,True
Q5,2,85,2,Predictive processing,PP,claude4_opus_thinking,True
Q5,3,85,3,Predictive processing,PP,claude4_opus_thinking,True
Q6,1,95,0,Predictive processing,PP,claude4_opus_thinking,True
Q6,2,85,1,Predictive processing,PP,claude4_opus_thinking,True
Q6,3,85,1,Predictive processing,PP,claude4_opus_thinking,True
Q7,1,75,4,Predictive processing,PP,claude4_opus_thinking,True
Q7,2,95,0,Predictive processing,PP,claude4_opus_thinking,True
Q7,3,85,2,Predictive processing,PP,claude4_opus_thinking,True
Q1,1,85,3,Predictive processing,PP,gpt4o,False
Q1,2,85,2,Predictive processing,PP,gpt4o,False
Q1,3,85,2,Predictive processing,PP,gpt4o,False
Q2,1,75,2,Predictive processing,PP,gpt4o,False
Q2,2,75,2,Predictive processing,PP,gpt4o,False
Q2,3,85,2,Predictive processing,PP,gpt4o,False
Q3,1,65,2,Predictive processing,PP,gpt4o,False
Q3,2,95,1,Predictive processing,PP,gpt4o,False
Q3,3,70,1,Predictive processing,PP,gpt4o,False
Q4,1,40,1,Predictive processing,PP,gpt4o,False
Q4,2,55,3,Predictive processing,PP,gpt4o,False
Q4,3,85,2,Predictive processing,PP,gpt4o,False
Q5,1,85,2,Predictive processing,PP,gpt4o,False
Q5,2,90,2,Predictive processing,PP,gpt4o,False
Q5,3,85,1,Predictive processing,PP,gpt4o,False
Q6,1,70,1,Predictive processing,PP,gpt4o,False
Q6,2,90,1,Predictive processing,PP,gpt4o,False
Q6,3,80,1,Predictive processing,PP,gpt4o,False
Q7,1,90,0,Predictive processing,PP,gpt4o,False
Q7,2,85,0,Predictive processing,PP,gpt4o,False
Q7,3,90,0,Predictive processing,PP,gpt4o,False
Q1,1,100,2,Predictive processing,PP,gemini25pro,True
Q1,2,100,2,Predictive processing,PP,gemini25pro,True
Q1,3,100,2,Predictive processing,PP,gemini25pro,True
Q2,1,95,2,Predictive processing,PP,gemini25pro,True
Q2,2,95,1,Predictive processing,PP,gemini25pro,True
Q2,3,95,2,Predictive processing,PP,gemini25pro,True
Q3,1,95,1,Predictive processing,PP,gemini25pro,True
Q3,2,95,2,Predictive processing,PP,gemini25pro,True
Q3,3,95,2,Predictive processing,PP,gemini25pro,True
Q4,1,95,2,Predictive processing,PP,gemini25pro,True
Q4,2,95,2,Predictive processing,PP,gemini25pro,True
Q4,3,95,2,Predictive processing,PP,gemini25pro,True
Q5,1,100,2,Predictive processing,PP,gemini25pro,True
Q5,2,100,2,Predictive processing,PP,gemini25pro,True
Q5,3,100,2,Predictive processing,PP,gemini25pro,True
Q6,1,95,1,Predictive processing,PP,gemini25pro,True
Q6,2,95,1,Predictive processing,PP,gemini25pro,True
Q6,3,95,1,Predictive processing,PP,gemini25pro,True
Q7,1,100,0,Predictive processing,PP,gemini25pro,True
Q7,2,95,0,Predictive processing,PP,gemini25pro,True
Q7,3,95,0,Predictive processing,PP,gemini25pro,True
Q1,1,90,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q1,2,90,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q1,3,80,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q2,1,80,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q2,2,90,3,Predictive processing,PP,DeepSeek_R1_0528,True
Q2,3,80,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q3,1,80,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q3,2,85,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q3,3,80,3,Predictive processing,PP,DeepSeek_R1_0528,True
Q4,1,65,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q4,2,30,3,Predictive processing,PP,DeepSeek_R1_0528,True
Q4,3,65,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q5,1,95,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q5,2,95,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q5,3,90,2,Predictive processing,PP,DeepSeek_R1_0528,True
Q6,1,20,1,Predictive processing,PP,DeepSeek_R1_0528,True
Q6,2,90,1,Predictive processing,PP,DeepSeek_R1_0528,True
Q6,3,75,1,Predictive processing,PP,DeepSeek_R1_0528,True
Q7,1,85,1,Predictive processing,PP,DeepSeek_R1_0528,True
Q7,2,85,4,Predictive processing,PP,DeepSeek_R1_0528,True
Q7,3,85,3,Predictive processing,PP,DeepSeek_R1_0528,True
Q1,1,65,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q1,2,65,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q1,3,85,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q2,1,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q2,2,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q2,3,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q3,1,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q3,2,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q3,3,85,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q4,1,30,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q4,2,65,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q4,3,65,3,Predictive processing,PP,DeepSeek_V3_0324,False
Q5,1,85,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q5,2,85,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q5,3,85,2,Predictive processing,PP,DeepSeek_V3_0324,False
Q6,1,85,1,Predictive processing,PP,DeepSeek_V3_0324,False
Q6,2,85,1,Predictive processing,PP,DeepSeek_V3_0324,False
Q6,3,75,1,Predictive processing,PP,DeepSeek_V3_0324,False
Q7,1,85,0,Predictive processing,PP,DeepSeek_V3_0324,False
Q7,2,75,0,Predictive processing,PP,DeepSeek_V3_0324,False
